asset_id,machine_type,sop_task,frequency,ppe_required,critical_task,location
CR-MAT-0064,Bogie Wash System,Check sensor calibration,Quarterly,No,No,Automatic Bogie Wash Plant
CR-MAT-0064,Bogie Wash System,Inspect safety guards,Monthly,Yes,Yes,Automatic Bogie Wash Plant
CR-MAT-0064,Bogie Wash System,Check noise levels,Monthly,No,Yes,Automatic Bogie Wash Plant
CR-MAT-0064,Bogie Wash System,Inspect foundation integrity,Yearly,Yes,Yes,Automatic Bogie Wash Plant
CR-MAT-0064,Bogie Wash System,Verify control system backup,Quarterly,No,Yes,Automatic Bogie Wash Plant
CR-MAT-0064,Bogie Wash System,Clean machine body and surroundings,Monthly,Yes,No,Automatic Bogie Wash Plant
CR-MAT-0065,Industrial Welding Machine,Check output current calibration,Monthly,Yes,Yes,General Machine Shop
CR-MAT-0065,Industrial Welding Machine,Inspect cable insulation,Monthly,Yes,Yes,General Machine Shop
CR-MAT-0065,Industrial Welding Machine,Verify grounding integrity,Quarterly,Yes,Yes,General Machine Shop
CR-MAT-0065,Industrial Welding Machine,Inspect electrode holder wear,Monthly,Yes,No,General Machine Shop
CR-MAT-0065,Industrial Welding Machine,Check cooling fan operation,Monthly,No,Yes,General Machine Shop
CR-MAT-0065,Industrial Welding Machine,Inspect power contactors,Quarterly,Yes,No,General Machine Shop
CR-MAT-0065,Industrial Welding Machine,Check welding waveform stability,Quarterly,Yes,Yes,General Machine Shop
CR-MAT-0065,Industrial Welding Machine,Inspect control panel switches,Monthly,No,Yes,General Machine Shop
CR-MAT-0065,Industrial Welding Machine,Check gas hose leakage,Monthly,No,Yes,General Machine Shop
CR-MAT-0065,Industrial Welding Machine,Verify emergency stop function,Monthly,Yes,No,General Machine Shop
CR-MAT-0065,Industrial Welding Machine,Inspect torch nozzle wear,Monthly,Yes,Yes,General Machine Shop
CR-MAT-0065,Industrial Welding Machine,Clean dust from internal electronics,Quarterly,Yes,No,General Machine Shop
CR-MAT-0066,Radial Drilling Machine,Check spindle alignment,Monthly,No,No,Heavy Corrosion Shop
CR-MAT-0066,Radial Drilling Machine,Lubricate column guideways,Monthly,No,No,Heavy Corrosion Shop
CR-MAT-0066,Radial Drilling Machine,Inspect motor current draw,Quarterly,Yes,No,Heavy Corrosion Shop
CR-MAT-0066,Radial Drilling Machine,Check coolant flow,Monthly,Yes,No,Heavy Corrosion Shop
CR-MAT-0066,Radial Drilling Machine,Inspect chuck wear,Quarterly,No,No,Heavy Corrosion Shop
CR-MAT-0066,Radial Drilling Machine,Check belt tension,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0066,Radial Drilling Machine,Verify emergency stop function,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0066,Radial Drilling Machine,Check foundation bolts tightness,Quarterly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0066,Radial Drilling Machine,Inspect wiring insulation,Quarterly,Yes,No,Heavy Corrosion Shop
CR-MAT-0066,Radial Drilling Machine,Check vibration levels,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0066,Radial Drilling Machine,Verify speed calibration,Quarterly,No,No,Heavy Corrosion Shop
CR-MAT-0066,Radial Drilling Machine,Clean chip trays and guards,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0067,Shock Absorber Test Rig,General lubrication of moving parts,Monthly,No,Yes,Lifting Underframe Shop
CR-MAT-0067,Shock Absorber Test Rig,Check electrical panel health,Quarterly,Yes,Yes,Lifting Underframe Shop
CR-MAT-0067,Shock Absorber Test Rig,Inspect structural bolts tightness,Quarterly,Yes,No,Lifting Underframe Shop
CR-MAT-0067,Shock Absorber Test Rig,Check vibration levels,Monthly,Yes,No,Lifting Underframe Shop
CR-MAT-0067,Shock Absorber Test Rig,Verify emergency stop function,Monthly,Yes,No,Lifting Underframe Shop
CR-MAT-0067,Shock Absorber Test Rig,Inspect hydraulic / pneumatic lines,Monthly,Yes,No,Lifting Underframe Shop
CR-MAT-0067,Shock Absorber Test Rig,Check sensor calibration,Quarterly,No,No,Lifting Underframe Shop
CR-MAT-0067,Shock Absorber Test Rig,Inspect safety guards,Monthly,No,No,Lifting Underframe Shop
CR-MAT-0067,Shock Absorber Test Rig,Check noise levels,Monthly,Yes,Yes,Lifting Underframe Shop
CR-MAT-0067,Shock Absorber Test Rig,Inspect foundation integrity,Yearly,Yes,Yes,Lifting Underframe Shop
CR-MAT-0067,Shock Absorber Test Rig,Verify control system backup,Quarterly,No,No,Lifting Underframe Shop
CR-MAT-0067,Shock Absorber Test Rig,Clean machine body and surroundings,Monthly,Yes,Yes,Lifting Underframe Shop
CR-MAT-0068,Centre Lathe,Check chuck jaw wear,Monthly,No,No,General Machine Shop
CR-MAT-0068,Centre Lathe,Lubricate lead screw,Monthly,Yes,Yes,General Machine Shop
CR-MAT-0068,Centre Lathe,Inspect gearbox oil level,Quarterly,Yes,Yes,General Machine Shop
CR-MAT-0068,Centre Lathe,Check tailstock alignment,Quarterly,Yes,No,General Machine Shop
CR-MAT-0068,Centre Lathe,Inspect coolant flow rate,Monthly,Yes,No,General Machine Shop
CR-MAT-0068,Centre Lathe,Check spindle bearing temperature,Monthly,Yes,Yes,General Machine Shop
CR-MAT-0068,Centre Lathe,Verify feed gearbox shifting,Quarterly,Yes,No,General Machine Shop
CR-MAT-0068,Centre Lathe,Inspect drive belts,Quarterly,No,No,General Machine Shop
CR-MAT-0068,Centre Lathe,Check bed wear patterns,Yearly,Yes,No,General Machine Shop
CR-MAT-0068,Centre Lathe,Verify emergency stop function,Monthly,Yes,Yes,General Machine Shop
CR-MAT-0068,Centre Lathe,Check electrical panel cooling fans,Quarterly,Yes,No,General Machine Shop
CR-MAT-0068,Centre Lathe,Clean swarf tray and guards,Monthly,Yes,Yes,General Machine Shop
CR-MAT-0069,Shock Absorber Test Rig,General lubrication of moving parts,Monthly,Yes,Yes,General Machine Shop
CR-MAT-0069,Shock Absorber Test Rig,Check electrical panel health,Quarterly,No,No,General Machine Shop
CR-MAT-0069,Shock Absorber Test Rig,Inspect structural bolts tightness,Quarterly,Yes,No,General Machine Shop
CR-MAT-0069,Shock Absorber Test Rig,Check vibration levels,Monthly,No,No,General Machine Shop
CR-MAT-0069,Shock Absorber Test Rig,Verify emergency stop function,Monthly,No,No,General Machine Shop
CR-MAT-0069,Shock Absorber Test Rig,Inspect hydraulic / pneumatic lines,Monthly,Yes,No,General Machine Shop
CR-MAT-0069,Shock Absorber Test Rig,Check sensor calibration,Quarterly,No,Yes,General Machine Shop
CR-MAT-0069,Shock Absorber Test Rig,Inspect safety guards,Monthly,Yes,Yes,General Machine Shop
CR-MAT-0069,Shock Absorber Test Rig,Check noise levels,Monthly,Yes,No,General Machine Shop
CR-MAT-0069,Shock Absorber Test Rig,Inspect foundation integrity,Yearly,Yes,Yes,General Machine Shop
CR-MAT-0069,Shock Absorber Test Rig,Verify control system backup,Quarterly,Yes,Yes,General Machine Shop
CR-MAT-0069,Shock Absorber Test Rig,Clean machine body and surroundings,Monthly,Yes,No,General Machine Shop
CR-MAT-0070,Radial Drilling Machine,Check spindle alignment,Monthly,Yes,No,Centre Lathe Section
CR-MAT-0070,Radial Drilling Machine,Lubricate column guideways,Monthly,Yes,No,Centre Lathe Section
CR-MAT-0070,Radial Drilling Machine,Inspect motor current draw,Quarterly,Yes,Yes,Centre Lathe Section
CR-MAT-0070,Radial Drilling Machine,Check coolant flow,Monthly,Yes,Yes,Centre Lathe Section
CR-MAT-0070,Radial Drilling Machine,Inspect chuck wear,Quarterly,Yes,No,Centre Lathe Section
CR-MAT-0070,Radial Drilling Machine,Check belt tension,Monthly,Yes,No,Centre Lathe Section
CR-MAT-0070,Radial Drilling Machine,Verify emergency stop function,Monthly,Yes,Yes,Centre Lathe Section
CR-MAT-0070,Radial Drilling Machine,Check foundation bolts tightness,Quarterly,Yes,Yes,Centre Lathe Section
CR-MAT-0070,Radial Drilling Machine,Inspect wiring insulation,Quarterly,Yes,No,Centre Lathe Section
CR-MAT-0070,Radial Drilling Machine,Check vibration levels,Monthly,Yes,No,Centre Lathe Section
CR-MAT-0070,Radial Drilling Machine,Verify speed calibration,Quarterly,No,No,Centre Lathe Section
CR-MAT-0070,Radial Drilling Machine,Clean chip trays and guards,Monthly,No,Yes,Centre Lathe Section
CR-MAT-0071,Radial Drilling Machine,Check spindle alignment,Monthly,Yes,Yes,Wheel Reprofiling Plant
CR-MAT-0071,Radial Drilling Machine,Lubricate column guideways,Monthly,Yes,Yes,Wheel Reprofiling Plant
CR-MAT-0071,Radial Drilling Machine,Inspect motor current draw,Quarterly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0071,Radial Drilling Machine,Check coolant flow,Monthly,No,No,Wheel Reprofiling Plant
CR-MAT-0071,Radial Drilling Machine,Inspect chuck wear,Quarterly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0071,Radial Drilling Machine,Check belt tension,Monthly,Yes,Yes,Wheel Reprofiling Plant
CR-MAT-0071,Radial Drilling Machine,Verify emergency stop function,Monthly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0071,Radial Drilling Machine,Check foundation bolts tightness,Quarterly,Yes,Yes,Wheel Reprofiling Plant
CR-MAT-0071,Radial Drilling Machine,Inspect wiring insulation,Quarterly,Yes,Yes,Wheel Reprofiling Plant
CR-MAT-0071,Radial Drilling Machine,Check vibration levels,Monthly,No,No,Wheel Reprofiling Plant
CR-MAT-0071,Radial Drilling Machine,Verify speed calibration,Quarterly,No,Yes,Wheel Reprofiling Plant
CR-MAT-0071,Radial Drilling Machine,Clean chip trays and guards,Monthly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0072,Ultrasonic Wheel Inspection System,General lubrication of moving parts,Monthly,No,No,Wheel Reprofiling Plant
CR-MAT-0072,Ultrasonic Wheel Inspection System,Check electrical panel health,Quarterly,Yes,Yes,Wheel Reprofiling Plant
CR-MAT-0072,Ultrasonic Wheel Inspection System,Inspect structural bolts tightness,Quarterly,Yes,Yes,Wheel Reprofiling Plant
CR-MAT-0072,Ultrasonic Wheel Inspection System,Check vibration levels,Monthly,No,Yes,Wheel Reprofiling Plant
CR-MAT-0072,Ultrasonic Wheel Inspection System,Verify emergency stop function,Monthly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0072,Ultrasonic Wheel Inspection System,Inspect hydraulic / pneumatic lines,Monthly,Yes,Yes,Wheel Reprofiling Plant
CR-MAT-0072,Ultrasonic Wheel Inspection System,Check sensor calibration,Quarterly,No,Yes,Wheel Reprofiling Plant
CR-MAT-0072,Ultrasonic Wheel Inspection System,Inspect safety guards,Monthly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0072,Ultrasonic Wheel Inspection System,Check noise levels,Monthly,Yes,Yes,Wheel Reprofiling Plant
CR-MAT-0072,Ultrasonic Wheel Inspection System,Inspect foundation integrity,Yearly,Yes,Yes,Wheel Reprofiling Plant
CR-MAT-0072,Ultrasonic Wheel Inspection System,Verify control system backup,Quarterly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0072,Ultrasonic Wheel Inspection System,Clean machine body and surroundings,Monthly,No,No,Wheel Reprofiling Plant
CR-MAT-0073,Slotting Machine,General lubrication of moving parts,Monthly,Yes,Yes,Centre Lathe Section
CR-MAT-0073,Slotting Machine,Check electrical panel health,Quarterly,Yes,No,Centre Lathe Section
CR-MAT-0073,Slotting Machine,Inspect structural bolts tightness,Quarterly,Yes,Yes,Centre Lathe Section
CR-MAT-0073,Slotting Machine,Check vibration levels,Monthly,Yes,Yes,Centre Lathe Section
CR-MAT-0073,Slotting Machine,Verify emergency stop function,Monthly,Yes,No,Centre Lathe Section
CR-MAT-0073,Slotting Machine,Inspect hydraulic / pneumatic lines,Monthly,No,No,Centre Lathe Section
CR-MAT-0073,Slotting Machine,Check sensor calibration,Quarterly,Yes,Yes,Centre Lathe Section
CR-MAT-0073,Slotting Machine,Inspect safety guards,Monthly,Yes,No,Centre Lathe Section
CR-MAT-0073,Slotting Machine,Check noise levels,Monthly,Yes,Yes,Centre Lathe Section
CR-MAT-0073,Slotting Machine,Inspect foundation integrity,Yearly,No,Yes,Centre Lathe Section
CR-MAT-0073,Slotting Machine,Verify control system backup,Quarterly,No,Yes,Centre Lathe Section
CR-MAT-0073,Slotting Machine,Clean machine body and surroundings,Monthly,Yes,Yes,Centre Lathe Section
CR-MAT-0074,Gang Drilling Machine,Check multi spindle alignment,Monthly,No,Yes,Heavy Corrosion Shop
CR-MAT-0074,Gang Drilling Machine,Lubricate feed gears,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0074,Gang Drilling Machine,Inspect tool holders,Quarterly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0074,Gang Drilling Machine,Check coolant distribution manifold,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0074,Gang Drilling Machine,Inspect motor load balance,Quarterly,Yes,No,Heavy Corrosion Shop
CR-MAT-0074,Gang Drilling Machine,Verify spindle synchronization,Quarterly,No,Yes,Heavy Corrosion Shop
CR-MAT-0074,Gang Drilling Machine,Check belt condition,Monthly,No,Yes,Heavy Corrosion Shop
CR-MAT-0074,Gang Drilling Machine,Inspect electrical relays,Quarterly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0074,Gang Drilling Machine,Check vibration levels,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0074,Gang Drilling Machine,Verify safety guards interlock,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0074,Gang Drilling Machine,Check spindle nose wear,Quarterly,Yes,No,Heavy Corrosion Shop
CR-MAT-0074,Gang Drilling Machine,Clean chip conveyor,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0075,Milling Machine,General lubrication of moving parts,Monthly,Yes,No,Heavy Corrosion Shop
CR-MAT-0075,Milling Machine,Check electrical panel health,Quarterly,Yes,No,Heavy Corrosion Shop
CR-MAT-0075,Milling Machine,Inspect structural bolts tightness,Quarterly,Yes,No,Heavy Corrosion Shop
CR-MAT-0075,Milling Machine,Check vibration levels,Monthly,Yes,No,Heavy Corrosion Shop
CR-MAT-0075,Milling Machine,Verify emergency stop function,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0075,Milling Machine,Inspect hydraulic / pneumatic lines,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0075,Milling Machine,Check sensor calibration,Quarterly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0075,Milling Machine,Inspect safety guards,Monthly,No,Yes,Heavy Corrosion Shop
CR-MAT-0075,Milling Machine,Check noise levels,Monthly,No,Yes,Heavy Corrosion Shop
CR-MAT-0075,Milling Machine,Inspect foundation integrity,Yearly,No,Yes,Heavy Corrosion Shop
CR-MAT-0075,Milling Machine,Verify control system backup,Quarterly,No,No,Heavy Corrosion Shop
CR-MAT-0075,Milling Machine,Clean machine body and surroundings,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0076,Shaper Machine,General lubrication of moving parts,Monthly,Yes,No,Lifting Underframe Shop
CR-MAT-0076,Shaper Machine,Check electrical panel health,Quarterly,Yes,No,Lifting Underframe Shop
CR-MAT-0076,Shaper Machine,Inspect structural bolts tightness,Quarterly,No,No,Lifting Underframe Shop
CR-MAT-0076,Shaper Machine,Check vibration levels,Monthly,Yes,Yes,Lifting Underframe Shop
CR-MAT-0076,Shaper Machine,Verify emergency stop function,Monthly,Yes,Yes,Lifting Underframe Shop
CR-MAT-0076,Shaper Machine,Inspect hydraulic / pneumatic lines,Monthly,No,No,Lifting Underframe Shop
CR-MAT-0076,Shaper Machine,Check sensor calibration,Quarterly,No,Yes,Lifting Underframe Shop
CR-MAT-0076,Shaper Machine,Inspect safety guards,Monthly,Yes,No,Lifting Underframe Shop
CR-MAT-0076,Shaper Machine,Check noise levels,Monthly,No,Yes,Lifting Underframe Shop
CR-MAT-0076,Shaper Machine,Inspect foundation integrity,Yearly,No,No,Lifting Underframe Shop
CR-MAT-0076,Shaper Machine,Verify control system backup,Quarterly,Yes,No,Lifting Underframe Shop
CR-MAT-0076,Shaper Machine,Clean machine body and surroundings,Monthly,Yes,No,Lifting Underframe Shop
CR-MAT-0077,Underframe Inspection Jig,General lubrication of moving parts,Monthly,Yes,Yes,Trolley Shop
CR-MAT-0077,Underframe Inspection Jig,Check electrical panel health,Quarterly,Yes,No,Trolley Shop
CR-MAT-0077,Underframe Inspection Jig,Inspect structural bolts tightness,Quarterly,Yes,No,Trolley Shop
CR-MAT-0077,Underframe Inspection Jig,Check vibration levels,Monthly,Yes,Yes,Trolley Shop
CR-MAT-0077,Underframe Inspection Jig,Verify emergency stop function,Monthly,No,No,Trolley Shop
CR-MAT-0077,Underframe Inspection Jig,Inspect hydraulic / pneumatic lines,Monthly,Yes,No,Trolley Shop
CR-MAT-0077,Underframe Inspection Jig,Check sensor calibration,Quarterly,Yes,No,Trolley Shop
CR-MAT-0077,Underframe Inspection Jig,Inspect safety guards,Monthly,Yes,Yes,Trolley Shop
CR-MAT-0077,Underframe Inspection Jig,Check noise levels,Monthly,No,Yes,Trolley Shop
CR-MAT-0077,Underframe Inspection Jig,Inspect foundation integrity,Yearly,Yes,Yes,Trolley Shop
CR-MAT-0077,Underframe Inspection Jig,Verify control system backup,Quarterly,Yes,No,Trolley Shop
CR-MAT-0077,Underframe Inspection Jig,Clean machine body and surroundings,Monthly,No,Yes,Trolley Shop
CR-MAT-0078,Milling Machine,General lubrication of moving parts,Monthly,Yes,Yes,General Machine Shop
CR-MAT-0078,Milling Machine,Check electrical panel health,Quarterly,Yes,Yes,General Machine Shop
CR-MAT-0078,Milling Machine,Inspect structural bolts tightness,Quarterly,Yes,Yes,General Machine Shop
CR-MAT-0078,Milling Machine,Check vibration levels,Monthly,Yes,No,General Machine Shop
CR-MAT-0078,Milling Machine,Verify emergency stop function,Monthly,No,No,General Machine Shop
CR-MAT-0078,Milling Machine,Inspect hydraulic / pneumatic lines,Monthly,No,Yes,General Machine Shop
CR-MAT-0078,Milling Machine,Check sensor calibration,Quarterly,Yes,No,General Machine Shop
CR-MAT-0078,Milling Machine,Inspect safety guards,Monthly,Yes,No,General Machine Shop
CR-MAT-0078,Milling Machine,Check noise levels,Monthly,Yes,No,General Machine Shop
CR-MAT-0078,Milling Machine,Inspect foundation integrity,Yearly,Yes,Yes,General Machine Shop
CR-MAT-0078,Milling Machine,Verify control system backup,Quarterly,Yes,Yes,General Machine Shop
CR-MAT-0078,Milling Machine,Clean machine body and surroundings,Monthly,Yes,No,General Machine Shop
CR-MAT-0079,Centre Lathe,Check chuck jaw wear,Monthly,Yes,No,Axle Turning Lathe Section
CR-MAT-0079,Centre Lathe,Lubricate lead screw,Monthly,No,No,Axle Turning Lathe Section
CR-MAT-0079,Centre Lathe,Inspect gearbox oil level,Quarterly,Yes,No,Axle Turning Lathe Section
CR-MAT-0079,Centre Lathe,Check tailstock alignment,Quarterly,Yes,Yes,Axle Turning Lathe Section
CR-MAT-0079,Centre Lathe,Inspect coolant flow rate,Monthly,Yes,No,Axle Turning Lathe Section
CR-MAT-0079,Centre Lathe,Check spindle bearing temperature,Monthly,Yes,No,Axle Turning Lathe Section
CR-MAT-0079,Centre Lathe,Verify feed gearbox shifting,Quarterly,No,No,Axle Turning Lathe Section
CR-MAT-0079,Centre Lathe,Inspect drive belts,Quarterly,No,Yes,Axle Turning Lathe Section
CR-MAT-0079,Centre Lathe,Check bed wear patterns,Yearly,Yes,No,Axle Turning Lathe Section
CR-MAT-0079,Centre Lathe,Verify emergency stop function,Monthly,No,Yes,Axle Turning Lathe Section
CR-MAT-0079,Centre Lathe,Check electrical panel cooling fans,Quarterly,No,No,Axle Turning Lathe Section
CR-MAT-0079,Centre Lathe,Clean swarf tray and guards,Monthly,Yes,No,Axle Turning Lathe Section
CR-MAT-0080,Vertical Drilling Machine,Check chuck runout,Monthly,Yes,Yes,General Machine Shop
CR-MAT-0080,Vertical Drilling Machine,Lubricate spindle bearings,Monthly,Yes,Yes,General Machine Shop
CR-MAT-0080,Vertical Drilling Machine,Inspect electrical panel,Quarterly,No,No,General Machine Shop
CR-MAT-0080,Vertical Drilling Machine,Check feed mechanism smoothness,Monthly,Yes,Yes,General Machine Shop
CR-MAT-0080,Vertical Drilling Machine,Inspect coolant pump,Monthly,Yes,Yes,General Machine Shop
CR-MAT-0080,Vertical Drilling Machine,Verify depth stop calibration,Quarterly,Yes,No,General Machine Shop
CR-MAT-0080,Vertical Drilling Machine,Check column locking mechanism,Monthly,Yes,No,General Machine Shop
CR-MAT-0080,Vertical Drilling Machine,Inspect drive belts,Quarterly,No,No,General Machine Shop
CR-MAT-0080,Vertical Drilling Machine,Check noise levels,Monthly,No,Yes,General Machine Shop
CR-MAT-0080,Vertical Drilling Machine,Verify emergency stop function,Monthly,Yes,No,General Machine Shop
CR-MAT-0080,Vertical Drilling Machine,Check spindle temperature rise,Quarterly,No,Yes,General Machine Shop
CR-MAT-0080,Vertical Drilling Machine,Clean machine enclosure,Monthly,Yes,No,General Machine Shop
CR-MAT-0081,Underframe Inspection Jig,General lubrication of moving parts,Monthly,Yes,No,Lifting Underframe Shop
CR-MAT-0081,Underframe Inspection Jig,Check electrical panel health,Quarterly,Yes,Yes,Lifting Underframe Shop
CR-MAT-0081,Underframe Inspection Jig,Inspect structural bolts tightness,Quarterly,Yes,Yes,Lifting Underframe Shop
CR-MAT-0081,Underframe Inspection Jig,Check vibration levels,Monthly,Yes,No,Lifting Underframe Shop
CR-MAT-0081,Underframe Inspection Jig,Verify emergency stop function,Monthly,Yes,No,Lifting Underframe Shop
CR-MAT-0081,Underframe Inspection Jig,Inspect hydraulic / pneumatic lines,Monthly,Yes,Yes,Lifting Underframe Shop
CR-MAT-0081,Underframe Inspection Jig,Check sensor calibration,Quarterly,Yes,Yes,Lifting Underframe Shop
CR-MAT-0081,Underframe Inspection Jig,Inspect safety guards,Monthly,No,Yes,Lifting Underframe Shop
CR-MAT-0081,Underframe Inspection Jig,Check noise levels,Monthly,No,Yes,Lifting Underframe Shop
CR-MAT-0081,Underframe Inspection Jig,Inspect foundation integrity,Yearly,Yes,No,Lifting Underframe Shop
CR-MAT-0081,Underframe Inspection Jig,Verify control system backup,Quarterly,Yes,No,Lifting Underframe Shop
CR-MAT-0081,Underframe Inspection Jig,Clean machine body and surroundings,Monthly,No,No,Lifting Underframe Shop
CR-MAT-0082,Spring Testing Machine,General lubrication of moving parts,Monthly,Yes,No,Axle Turning Lathe Section
CR-MAT-0082,Spring Testing Machine,Check electrical panel health,Quarterly,Yes,No,Axle Turning Lathe Section
CR-MAT-0082,Spring Testing Machine,Inspect structural bolts tightness,Quarterly,No,Yes,Axle Turning Lathe Section
CR-MAT-0082,Spring Testing Machine,Check vibration levels,Monthly,Yes,Yes,Axle Turning Lathe Section
CR-MAT-0082,Spring Testing Machine,Verify emergency stop function,Monthly,Yes,Yes,Axle Turning Lathe Section
CR-MAT-0082,Spring Testing Machine,Inspect hydraulic / pneumatic lines,Monthly,Yes,No,Axle Turning Lathe Section
CR-MAT-0082,Spring Testing Machine,Check sensor calibration,Quarterly,Yes,No,Axle Turning Lathe Section
CR-MAT-0082,Spring Testing Machine,Inspect safety guards,Monthly,Yes,No,Axle Turning Lathe Section
CR-MAT-0082,Spring Testing Machine,Check noise levels,Monthly,Yes,Yes,Axle Turning Lathe Section
CR-MAT-0082,Spring Testing Machine,Inspect foundation integrity,Yearly,Yes,Yes,Axle Turning Lathe Section
CR-MAT-0082,Spring Testing Machine,Verify control system backup,Quarterly,No,Yes,Axle Turning Lathe Section
CR-MAT-0082,Spring Testing Machine,Clean machine body and surroundings,Monthly,Yes,Yes,Axle Turning Lathe Section
CR-MAT-0083,Slotting Machine,General lubrication of moving parts,Monthly,Yes,Yes,Wheel Shop
CR-MAT-0083,Slotting Machine,Check electrical panel health,Quarterly,Yes,Yes,Wheel Shop
CR-MAT-0083,Slotting Machine,Inspect structural bolts tightness,Quarterly,Yes,Yes,Wheel Shop
CR-MAT-0083,Slotting Machine,Check vibration levels,Monthly,No,No,Wheel Shop
CR-MAT-0083,Slotting Machine,Verify emergency stop function,Monthly,Yes,Yes,Wheel Shop
CR-MAT-0083,Slotting Machine,Inspect hydraulic / pneumatic lines,Monthly,Yes,Yes,Wheel Shop
CR-MAT-0083,Slotting Machine,Check sensor calibration,Quarterly,Yes,No,Wheel Shop
CR-MAT-0083,Slotting Machine,Inspect safety guards,Monthly,Yes,No,Wheel Shop
CR-MAT-0083,Slotting Machine,Check noise levels,Monthly,Yes,Yes,Wheel Shop
CR-MAT-0083,Slotting Machine,Inspect foundation integrity,Yearly,Yes,No,Wheel Shop
CR-MAT-0083,Slotting Machine,Verify control system backup,Quarterly,No,Yes,Wheel Shop
CR-MAT-0083,Slotting Machine,Clean machine body and surroundings,Monthly,Yes,Yes,Wheel Shop
CR-MAT-0084,Centre Lathe,Check chuck jaw wear,Monthly,No,Yes,Wheel Reprofiling Plant
CR-MAT-0084,Centre Lathe,Lubricate lead screw,Monthly,Yes,Yes,Wheel Reprofiling Plant
CR-MAT-0084,Centre Lathe,Inspect gearbox oil level,Quarterly,Yes,Yes,Wheel Reprofiling Plant
CR-MAT-0084,Centre Lathe,Check tailstock alignment,Quarterly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0084,Centre Lathe,Inspect coolant flow rate,Monthly,No,No,Wheel Reprofiling Plant
CR-MAT-0084,Centre Lathe,Check spindle bearing temperature,Monthly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0084,Centre Lathe,Verify feed gearbox shifting,Quarterly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0084,Centre Lathe,Inspect drive belts,Quarterly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0084,Centre Lathe,Check bed wear patterns,Yearly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0084,Centre Lathe,Verify emergency stop function,Monthly,Yes,Yes,Wheel Reprofiling Plant
CR-MAT-0084,Centre Lathe,Check electrical panel cooling fans,Quarterly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0084,Centre Lathe,Clean swarf tray and guards,Monthly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0085,Bogie Wash System,General lubrication of moving parts,Monthly,Yes,Yes,Wheel Shop
CR-MAT-0085,Bogie Wash System,Check electrical panel health,Quarterly,Yes,Yes,Wheel Shop
CR-MAT-0085,Bogie Wash System,Inspect structural bolts tightness,Quarterly,Yes,Yes,Wheel Shop
CR-MAT-0085,Bogie Wash System,Check vibration levels,Monthly,Yes,No,Wheel Shop
CR-MAT-0085,Bogie Wash System,Verify emergency stop function,Monthly,Yes,Yes,Wheel Shop
CR-MAT-0085,Bogie Wash System,Inspect hydraulic / pneumatic lines,Monthly,Yes,Yes,Wheel Shop
CR-MAT-0085,Bogie Wash System,Check sensor calibration,Quarterly,Yes,No,Wheel Shop
CR-MAT-0085,Bogie Wash System,Inspect safety guards,Monthly,Yes,Yes,Wheel Shop
CR-MAT-0085,Bogie Wash System,Check noise levels,Monthly,Yes,Yes,Wheel Shop
CR-MAT-0085,Bogie Wash System,Inspect foundation integrity,Yearly,Yes,Yes,Wheel Shop
CR-MAT-0085,Bogie Wash System,Verify control system backup,Quarterly,No,Yes,Wheel Shop
CR-MAT-0085,Bogie Wash System,Clean machine body and surroundings,Monthly,No,No,Wheel Shop
CR-MAT-0086,Bearing Induction Heater,General lubrication of moving parts,Monthly,No,No,Automatic Bogie Wash Plant
CR-MAT-0086,Bearing Induction Heater,Check electrical panel health,Quarterly,Yes,Yes,Automatic Bogie Wash Plant
CR-MAT-0086,Bearing Induction Heater,Inspect structural bolts tightness,Quarterly,Yes,No,Automatic Bogie Wash Plant
